employer,submit date,start date,case status,job title,base salary,salary to,city,state
kalven technologies inc,3/22/2013,3/22/2013,certified,software developer,65915,,schaumburg,il
kalven technologies inc,3/22/2013,3/22/2013,certified,software developer,65915,,schaumburg,il
founders insurance company,3/25/2013,9/20/2013,certified,software developer,65915,,des plaines,il
vedicsoft,2/11/2014,2/17/2014,certified,software developer,65915.2,,chicago,il
vedicsoft,1/9/2013,1/22/2013,certified,software developer,65915.2,,oakbrook terrace,il
kronsys inc,12/19/2014,1/5/2015,certified,software developer,65936,,raleigh,nc
compunnel software group inc,9/23/2014,10/7/2014,certified,software developer,65936,97198,raleigh,nc
compunnel software group inc,7/7/2014,12/1/2014,certified,software developer,65938,97198,cary,nc
supernova infotechnologies inc,11/12/2014,9/14/2015,denied,software developer,65957,,eden prairie,mn
first tek inc,7/30/2014,8/18/2014,certified,software developer,65957,,eden praire,mn
srt it incorporated,8/22/2014,8/22/2014,certified,software developer,65957,,minneapolis,mn
first tek inc,9/18/2014,9/18/2014,certified,software developer,65957,,chicago,il
contentsilo inc,3/19/2013,9/15/2013,certified,software developer,65965,,lisle,il
oracle america inc,1/31/2014,8/2/2014,certified,software developer,65978,102000,atlanta,ga
bioinfo systems llc,2/18/2013,10/1/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,2/18/2013,10/1/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,2/18/2013,10/1/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,2/18/2013,10/1/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,2/18/2013,1/1/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,3/7/2013,9/1/2013,certified,software developer,65978,,hartford,ct
bioinfo systems llc,3/7/2013,9/1/2013,certified,software developer,65978,,hartford,ct
bioinfo systems llc,3/7/2013,9/1/2013,certified,software developer,65978,,hartford,ct
bioinfo systems llc,3/7/2013,9/1/2013,certified,software developer,65978,,hartford,ct
bioinfo systems llc,3/7/2013,9/1/2013,certified,software developer,65978,,hartford,ct
pvk corporation,3/18/2013,3/18/2013,certified,software developer,65978,,fairfield,ct
bioinfo systems llc,3/19/2013,9/15/2013,denied,software developer,65978,,hartford,ct
bioinfo systems llc,3/19/2013,4/1/2013,certified,software developer,65978,,hartford,ct
smartsoft international inc,3/20/2013,3/25/2013,certified,software developer,65978,100000,suwanee,ga
bioinfo systems llc,3/25/2013,9/16/2013,certified,software developer,65978,,hartford,ct
s cube soft inc,4/19/2013,4/20/2013,certified,software developer,65978,,wethersfield,ct
springsys technologies inc,9/29/2014,10/6/2014,certified,software developer,66000,,chicago,il
rjt compuquest inc,10/27/2014,10/27/2014,certified,software developer,66000,,pataskala,oh
capricorn systems inc,11/3/2014,11/10/2014,certified,software developer,66000,,san francisco,ca
cyberthink inc,11/4/2014,11/19/2014,certified,software developer,66000,,minnetonka,mn
comtek global inc,11/5/2014,11/5/2014,certified,software developer,66000,,fort lauderdale,fl
ak systems inc,11/18/2014,1/30/2015,certified,software developer,66000,,edison,nj
trisync technologies inc,11/21/2014,12/1/2014,certified,software developer,66000,,edison,nj
american technology consulting llc,12/23/2014,12/23/2014,certified,software developer,66000,86000,austin,tx
abis technologies inc,12/31/2013,12/31/2013,certified,software developer,66000,,arlington heights,il
agreeya solutions inc,1/15/2014,1/16/2014,certified,software developer,66000,,piscataway,nj
foursight capital llc,1/20/2014,7/22/2014,certified,software developer,66000,,salt lake city,ut
quality matrix inc,2/14/2014,2/14/2014,certified,software developer,66000,69000,covington,ky
tmw systems inc,3/11/2014,9/7/2014,certified,software developer,66000,,oklahoma city,ok
prokarma inc,3/10/2014,8/15/2014,withdrawn,software developer,66000,76000,greenwood village,co
united software group inc,3/10/2014,3/10/2014,certified,software developer,66000,,nashville,tn
6e technologies llc,3/13/2014,9/1/2014,certified,software developer,66000,,aurora,co
global infotech services llc,3/17/2014,9/16/2014,certified,software developer,66000,,fort worth,tx
comtek global inc,3/18/2014,9/17/2014,certified,software developer,66000,,lees summit,mo
ziontech solutions inc,3/18/2014,9/15/2014,certified,software developer,66000,,southlake,tx
comtek global inc,3/18/2014,9/17/2014,certified,software developer,66000,,deerfield beach,fl
comtek global inc,3/21/2014,9/20/2014,certified,software developer,66000,,deerfield beach,fl
comtek global inc,3/21/2014,9/20/2014,certified,software developer,66000,,lees summit,mo
skansoft inc,4/23/2014,5/1/2014,withdrawn,software developer,66000,,rochester,mi
meeting expectations inc,7/2/2014,9/29/2014,certified,software developer,66000,,falls church,va
source mantra inc,7/9/2014,10/2/2014,certified,software developer,66000,,harrisburg,pa
twopiradian infotech llc,7/11/2014,10/18/2014,certified,software developer,66000,,arlington heights,il
source mantra inc,7/10/2014,10/2/2014,certified,software developer,66000,,harrisburg,pa
shinewell technologies inc,7/12/2014,7/21/2014,certified,software developer,66000,90000,morrisville,nc
endue corp,7/25/2014,7/28/2014,certified,software developer,66000,,mounds view,mn
v-soft consulting group inc,8/28/2014,9/8/2014,certified,software developer,66000,,round rock,tx
v-soft consulting group inc,8/29/2014,9/8/2014,certified,software developer,66000,,round rock,tx
technology people inc,9/10/2014,10/1/2014,certified,software developer,66000,,denver,co
libsys inc,10/3/2012,10/3/2012,certified,software developer,66000,,cedar rapids,ia
trisync technologies inc,10/5/2012,10/5/2012,certified,software developer,66000,,edison,nj
gss infotech inc,10/19/2012,10/20/2012,certified,software developer,66000,,mt. prospect,il
phlox design,12/27/2012,4/19/2013,certified,software developer,66000,,los angeles,ca
rjt compuquest inc,1/11/2013,1/14/2013,certified,software developer,66000,,northbrook,ca
life alert emergency response inc,1/15/2013,7/1/2013,certified,software developer,66000,,encino,ca
rjt compuquest inc,1/18/2013,1/18/2013,certified,software developer,66000,,northbrook,il
life alert emergency response inc,2/12/2013,5/22/2013,certified,software developer,66000,,encino,ca
source mantra inc,2/12/2013,2/20/2013,certified,software developer,66000,,harrisburg,pa
foursight capital llc,2/27/2013,8/29/2013,denied,software developer,66000,,slc,ut
quinnox inc,3/4/2013,9/1/2013,certified,software developer,66000,,atlanta,ga
springsys technologies inc,3/9/2013,9/6/2013,certified,software developer,66000,,chicago,il
onlywire llc,3/9/2013,9/8/2013,certified,software developer,66000,,chicago,il
netpace inc,3/11/2013,9/10/2013,certified,software developer,66000,,san ramon,ca
sun power consulting llc,3/19/2013,9/18/2013,withdrawn,software developer,66000,,elgin,il
sun power consulting llc,3/19/2013,9/18/2013,withdrawn,software developer,66000,,elgin,il
sun power consulting llc,3/19/2013,9/18/2013,withdrawn,software developer,66000,,elgin,il
trellis technology solutions llc,3/14/2013,9/13/2013,certified,software developer,66000,,oak brook,il
merrick systems inc,3/14/2013,9/13/2013,certified,software developer,66000,,houston,tx
gss infotech ct inc,3/14/2013,9/13/2013,certified,software developer,66000,,glastonbury,ct
trellis technology solutions llc,3/14/2013,9/13/2013,certified,software developer,66000,,oak brook,il
emprise consulting llc,3/14/2013,9/13/2013,certified,software developer,66000,,santa ana,ca
emprise consulting llc,3/14/2013,9/13/2013,certified,software developer,66000,,santa ana,ca
compware technologies,3/15/2013,9/14/2013,certified,software developer,66000,,itasca,il
compware technologies,3/16/2013,9/14/2013,certified,software developer,66000,,itasca,il
compware technologies,3/15/2013,9/14/2013,certified,software developer,66000,,itasca,il
twopiradian infotech llc,3/18/2013,9/11/2013,certified,software developer,66000,,arlington heights,il
netpace inc,3/18/2013,9/10/2013,certified,software developer,66000,,san ramon,ca
twopiradian infotech llc,3/21/2013,9/11/2013,withdrawn,software developer,66000,,arlington heights,il
optics planet inc,3/19/2013,9/18/2013,denied,software developer,66000,,northbrook,il
sphere consulting inc,3/19/2013,9/18/2013,certified,software developer,66000,90000,chicago,il
springsys technologies inc,3/20/2013,4/1/2013,certified,software developer,66000,,chicago,il
sun power consulting llc,3/20/2013,9/19/2013,certified,software developer,66000,,elgin,il
sun power consulting llc,3/20/2013,9/18/2013,certified,software developer,66000,,elgin,il
sun power consulting llc,3/20/2013,9/19/2013,certified,software developer,66000,,elgin,il
